Date,Open,High,Low,Close,AdjClose,Volume,Rf,Ret_m_Rf_dvdy
15/10/14,1874.180054,1874.180054,1820.660034,1862.48999,1862.48999,6090800000,0,-0.008133301
16/10/14,1855.949951,1876.01001,1835.02002,1862.76001,1862.76001,5073150000,0,0.000144967
17/10/14,1864.910034,1898.160034,1864.910034,1886.76001,1886.76001,4482120000,0,0.012801813
20/10/14,1885.619995,1905.030029,1882.300049,1904.01001,1904.01001,3331210000,0,0.009101116
21/10/14,1909.380005,1942.449951,1909.380005,1941.280029,1941.280029,3987090000,0,0.019385371
22/10/14,1941.290039,1949.310059,1926.829956,1927.109985,1927.109985,3761930000,0,-0.007326101
23/10/14,1931.02002,1961.949951,1931.02002,1950.819946,1950.819946,3789250000,0,0.012228306
24/10/14,1951.589966,1965.27002,1946.27002,1964.579956,1964.579956,3078380000,0,0.00702869
27/10/14,1962.969971,1964.640015,1951.369995,1961.630005,1961.630005,3538860000,0,-0.001502697
28/10/14,1964.140015,1985.050049,1964.140015,1985.050049,1985.050049,3653260000,0,0.011868365
29/10/14,1983.290039,1991.400024,1969.040039,1982.300049,1982.300049,3740350000,0,-0.001386316
30/10/14,1979.48999,1999.400024,1974.75,1994.650024,1994.650024,3586150000,0,0.006210797
31/10/14,2001.199951,2018.189941,2001.199951,2018.050049,2018.050049,4292290000,0,0.011663115
03/11/14,2018.209961,2024.459961,2013.680054,2017.810059,2017.810059,3555440000,0,-0.000118929
04/11/14,2015.810059,2015.97998,2001.01001,2012.099976,2012.099976,3956260000,0,-0.002833853
05/11/14,2015.290039,2023.77002,2014.420044,2023.569946,2023.569946,3766590000,0,0.005684311
06/11/14,2023.329956,2031.609985,2015.859985,2031.209961,2031.209961,3669770000,0,0.003768404
07/11/14,2032.359985,2034.26001,2025.069946,2031.920044,2031.920044,3704280000,0,0.000349525
10/11/14,2032.01001,2038.699951,2030.170044,2038.26001,2038.26001,3284940000,0,0.003115327
11/11/14,2038.199951,2041.280029,2035.280029,2039.680054,2039.680054,2958320000,0,0.000696452
12/11/14,2037.75,2040.329956,2031.949951,2038.25,2038.25,3246650000,0,-0.000701363
13/11/14,2039.209961,2046.180054,2030.439941,2039.329956,2039.329956,3455270000,0,0.000529704
14/11/14,2039.73999,2042.219971,2035.199951,2039.819946,2039.819946,3227130000,0,0.000240241
17/11/14,2038.290039,2043.069946,2034.459961,2041.319946,2041.319946,3152890000,0,0.000735089
18/11/14,2041.47998,2056.080078,2041.47998,2051.800049,2051.800049,3416190000,0,0.00512085
19/11/14,2051.159912,2052.139893,2040.369995,2048.719971,2048.719971,3390850000,0,-0.001502287
20/11/14,2045.869995,2053.840088,2040.48999,2052.75,2052.75,3128290000,0,0.001965164
21/11/14,2057.459961,2071.459961,2056.75,2063.5,2063.5,3916420000,0,0.005223213
24/11/14,2065.070068,2070.169922,2065.070068,2069.409912,2069.409912,3128060000,0,0.00285993
25/11/14,2070.149902,2074.209961,2064.75,2067.030029,2067.030029,3392940000,0,-0.001150692
26/11/14,2067.360107,2073.290039,2066.620117,2072.830078,2072.830078,2745260000,0,0.002802053
28/11/14,2074.780029,2075.76001,2065.060059,2067.560059,2067.560059,2504640000,0,-0.002545664
01/12/14,2065.780029,2065.780029,2049.570068,2053.439941,2053.439941,4159010000,0,-0.00685279
02/12/14,2053.77002,2068.77002,2053.77002,2066.550049,2066.550049,3686650000,0,0.006364167
03/12/14,2067.449951,2076.280029,2066.649902,2074.330078,2074.330078,3612680000,0,0.003757674
04/12/14,2073.639893,2077.340088,2062.340088,2071.919922,2071.919922,3408340000,0,-0.001162572
05/12/14,2072.780029,2079.469971,2070.810059,2075.370117,2075.370117,3419620000,0,0.001663831
08/12/14,2074.840088,2075.780029,2054.27002,2060.310059,2060.310059,3800990000,0,-0.007283022
09/12/14,2056.550049,2060.600098,2034.170044,2059.820068,2059.820068,3970150000,0,-0.000237852
10/12/14,2058.860107,2058.860107,2024.26001,2026.140015,2026.140015,4114440000,0,-0.016486121
11/12/14,2027.920044,2055.530029,2027.920044,2035.329956,2035.329956,3917950000,0,0.004525434
12/12/14,2030.359985,2032.25,2002.329956,2002.329956,2002.329956,4157650000,0,-0.016346466
15/12/14,2005.030029,2018.689941,1982.26001,1989.630005,1989.630005,4361990000,0,-0.006362786
16/12/14,1986.709961,2016.890015,1972.560059,1972.73999,1972.73999,4958680000,0,-0.00852526
17/12/14,1973.77002,2016.75,1973.77002,2012.890015,2012.890015,4942370000,0,0.020148074
18/12/14,2018.97998,2061.22998,2018.97998,2061.22998,2061.22998,4703380000,0,0.023731374
19/12/14,2061.040039,2077.850098,2061.030029,2070.649902,2070.649902,6465530000,0,0.004559638
22/12/14,2069.280029,2078.76001,2069.280029,2078.540039,2078.540039,3369520000,0,0.003803223
23/12/14,2081.47998,2086.72998,2079.77002,2082.169922,2082.169922,3043950000,0,0.001744839
24/12/14,2083.25,2087.560059,2081.860107,2081.879883,2081.879883,1416980000,0,-0.000139306
26/12/14,2084.300049,2092.699951,2084.300049,2088.77002,2088.77002,1735230000,0,0.00330411
29/12/14,2087.629883,2093.550049,2085.75,2090.570068,2090.570068,2452360000,0,0.000861403
30/12/14,2088.48999,2088.48999,2079.530029,2080.350098,2080.350098,2440280000,0,-0.004900593
31/12/14,2082.110107,2085.580078,2057.939941,2058.899902,2058.899902,2606070000,0,-0.010364384
02/01/15,2058.899902,2072.360107,2046.040039,2058.199951,2058.199951,2708700000,0,-0.000340021
05/01/15,2054.439941,2054.439941,2017.339966,2020.579956,2020.579956,3799120000,0,-0.018447213
06/01/15,2022.150024,2030.25,1992.439941,2002.609985,2002.609985,4460110000,0,-0.008933255
07/01/15,2005.550049,2029.609985,2005.550049,2025.900024,2025.900024,3805480000,0,0.011562736
08/01/15,2030.609985,2064.080078,2030.609985,2062.139893,2062.139893,3934010000,0,0.017730169
09/01/15,2063.449951,2064.429932,2038.329956,2044.810059,2044.810059,3364140000,0,-0.008439322
12/01/15,2046.130005,2049.300049,2022.579956,2028.26001,2028.26001,3456460000,0,-0.008126617
13/01/15,2031.579956,2056.929932,2008.25,2023.030029,2023.030029,4107300000,0,-0.002581886
14/01/15,2018.400024,2018.400024,1988.439941,2011.27002,2011.27002,4378680000,0,-0.005830029
15/01/15,2013.75,2021.349976,1991.469971,1992.670044,1992.670044,4276720000,0,-0.009290903
16/01/15,1992.25,2020.459961,1988.119995,2019.420044,2019.420044,4056410000,0,0.013334893
20/01/15,2020.76001,2028.939941,2004.48999,2022.550049,2022.550049,3944340000,0,0.001548752
21/01/15,2020.189941,2038.290039,2012.040039,2032.119995,2032.119995,3730070000,0,0.004720465
22/01/15,2034.300049,2064.620117,2026.380005,2063.149902,2063.149902,4176050000,0,0.015154313
23/01/15,2062.97998,2062.97998,2050.540039,2051.820068,2051.820068,3573560000,0,-0.005506656
26/01/15,2050.419922,2057.620117,2040.969971,2057.090088,2057.090088,3465760000,0,0.002565168
27/01/15,2047.859985,2047.859985,2019.910034,2029.550049,2029.550049,3329810000,0,-0.013478288
28/01/15,2032.339966,2042.48999,2001.48999,2002.160034,2002.160034,4067530000,0,-0.013587503
29/01/15,2002.449951,2024.640015,1989.180054,2021.25,2021.25,4127140000,0,0.009489517
30/01/15,2019.349976,2023.319946,1993.380005,1994.98999,1994.98999,4568650000,0,-0.013077099
02/02/15,1996.670044,2021.660034,1980.900024,2020.849976,2020.849976,4008330000,0,0.01287917
03/02/15,2022.709961,2050.300049,2022.709961,2050.030029,2050.030029,4615900000,0,0.014336238
04/02/15,2048.860107,2054.73999,2036.719971,2041.51001,2041.51001,4141920000,0,-0.004164706
05/02/15,2043.449951,2063.550049,2043.449951,2062.52002,2062.52002,3821990000,0,0.010238811
06/02/15,2062.280029,2072.399902,2049.969971,2055.469971,2055.469971,4232970000,0,-0.003424028
09/02/15,2053.469971,2056.159912,2041.880005,2046.73999,2046.73999,3549540000,0,-0.00425624
10/02/15,2049.379883,2070.860107,2048.620117,2068.590088,2068.590088,3669850000,0,0.01061898
11/02/15,2068.550049,2073.47998,2057.98999,2068.530029,2068.530029,3596860000,0,-2.90E-05
12/02/15,2069.97998,2088.530029,2069.97998,2088.47998,2088.47998,3788350000,0,0.009598295
13/02/15,2088.780029,2097.030029,2086.699951,2096.98999,2096.98999,3527450000,0,0.004066459
17/02/15,2096.469971,2101.300049,2089.800049,2100.340088,2100.340088,3361750000,0,0.0015963
18/02/15,2099.159912,2100.22998,2092.149902,2099.679932,2099.679932,3370020000,0,-0.000314359
19/02/15,2099.25,2102.129883,2090.790039,2097.449951,2097.449951,3247100000,0,-0.001062622
20/02/15,2097.649902,2110.610107,2085.439941,2110.300049,2110.300049,3281600000,0,0.006107843
23/02/15,2109.830078,2110.050049,2103,2109.659912,2109.659912,3093680000,0,-0.000303385
24/02/15,2109.100098,2117.939941,2105.870117,2115.47998,2115.47998,3199840000,0,0.002754972
25/02/15,2115.300049,2119.590088,2109.889893,2113.860107,2113.860107,3312340000,0,-0.000766017
26/02/15,2113.909912,2113.909912,2103.76001,2110.73999,2110.73999,3408690000,0,-0.001477119
27/02/15,2110.879883,2112.73999,2103.75,2104.5,2104.5,3547380000,0,-0.002960683
02/03/15,2105.22998,2117.52002,2104.5,2117.389893,2117.389893,3409490000,0,0.006106238
03/03/15,2115.76001,2115.76001,2098.26001,2107.780029,2107.780029,3262300000,0,-0.004548873
04/03/15,2107.719971,2107.719971,2094.48999,2098.530029,2098.530029,3421110000,0,-0.004398161
05/03/15,2098.540039,2104.25,2095.219971,2101.040039,2101.040039,3103030000,0,0.001195365
06/03/15,2100.909912,2100.909912,2067.27002,2071.26001,2071.26001,3853570000,0,-0.014275356
09/03/15,2072.25,2083.48999,2072.209961,2079.429932,2079.429932,3349090000,0,0.003936662
10/03/15,2076.139893,2076.139893,2044.160034,2044.160034,2044.160034,3668900000,0,-0.017106821
11/03/15,2044.689941,2050.080078,2039.689941,2040.23999,2040.23999,3406570000,0,-0.001919521
12/03/15,2041.099976,2066.409912,2041.099976,2065.949951,2065.949951,3405860000,0,0.012522702
13/03/15,2064.560059,2064.560059,2041.170044,2053.399902,2053.399902,3498560000,0,-0.006093237
16/03/15,2055.350098,2081.409912,2055.350098,2081.189941,2081.189941,3295600000,0,0.013442909
17/03/15,2080.590088,2080.590088,2065.080078,2074.280029,2074.280029,3221840000,0,-0.003325698
18/03/15,2072.840088,2106.850098,2061.22998,2099.5,2099.5,4128210000,0,0.012085102
19/03/15,2098.689941,2098.689941,2085.560059,2089.27002,2089.27002,3305220000,0,-0.004884489
20/03/15,2090.320068,2113.919922,2090.320068,2108.100098,2108.100098,5554120000,0,0.008972382
23/03/15,2107.98999,2114.860107,2104.419922,2104.419922,2104.419922,3267960000,0,-0.001747257
24/03/15,2103.939941,2107.629883,2091.5,2091.5,2091.5,3189820000,0,-0.006158346
25/03/15,2093.100098,2097.429932,2061.050049,2061.050049,2061.050049,3521140000,0,-0.014665926
26/03/15,2059.939941,2067.149902,2045.5,2056.149902,2056.149902,3510670000,0,-0.002380331
27/03/15,2055.780029,2062.830078,2052.959961,2061.02002,2061.02002,3008550000,0,0.002365761
30/03/15,2064.110107,2088.969971,2064.110107,2086.23999,2086.23999,2917690000,0,0.012162382
31/03/15,2084.050049,2084.050049,2067.040039,2067.889893,2067.889893,3376550000,0,-0.008834686
01/04/15,2067.629883,2067.629883,2048.379883,2059.689941,2059.689941,3543270000,0,-0.003973255
02/04/15,2060.030029,2072.169922,2057.320068,2066.959961,2066.959961,3095960000,0,0.003523453
06/04/15,2064.870117,2086.98999,2056.52002,2080.620117,2080.620117,3302970000,0,0.006587073
07/04/15,2080.790039,2089.810059,2076.100098,2076.330078,2076.330078,3065510000,0,-0.002064033
08/04/15,2076.939941,2086.689941,2073.300049,2081.899902,2081.899902,3265330000,0,0.002678941
09/04/15,2081.290039,2093.310059,2074.290039,2091.179932,2091.179932,3172360000,0,0.004447576
10/04/15,2091.51001,2102.610107,2091.51001,2102.060059,2102.060059,3156200000,0,0.005189377
13/04/15,2102.030029,2107.649902,2092.330078,2092.429932,2092.429932,2908420000,0,-0.004591807
14/04/15,2092.280029,2098.620117,2083.23999,2095.840088,2095.840088,3301270000,0,0.001628432
15/04/15,2097.820068,2111.909912,2097.820068,2106.629883,2106.629883,4013760000,0,0.005134989
16/04/15,2105.959961,2111.300049,2100.02002,2104.98999,2104.98999,3434120000,0,-0.000778747
17/04/15,2102.580078,2102.580078,2072.370117,2081.179932,2081.179932,3627600000,0,-0.011375704
20/04/15,2084.110107,2103.939941,2084.110107,2100.399902,2100.399902,3000160000,0,0.009192748
21/04/15,2102.820068,2109.639893,2094.379883,2097.290039,2097.290039,3243410000,0,-0.001481702
22/04/15,2098.27002,2109.97998,2091.050049,2107.959961,2107.959961,3348480000,0,0.005074583
23/04/15,2107.209961,2120.48999,2103.189941,2112.929932,2112.929932,3636670000,0,0.002354941
24/04/15,2112.800049,2120.919922,2112.800049,2117.689941,2117.689941,3375780000,0,0.002250266
27/04/15,2119.290039,2125.919922,2107.040039,2108.919922,2108.919922,3438750000,0,-0.004149913
28/04/15,2108.350098,2116.040039,2094.889893,2114.76001,2114.76001,3546270000,0,0.002765404
29/04/15,2112.48999,2113.649902,2097.409912,2106.850098,2106.850098,4074970000,0,-0.003747348
30/04/15,2105.52002,2105.52002,2077.590088,2085.51001,2085.51001,4509680000,0,-0.010180553
01/05/15,2087.379883,2108.409912,2087.379883,2108.290039,2108.290039,3379390000,0,0.010863776
04/05/15,2110.22998,2120.949951,2110.22998,2114.48999,2114.48999,3091580000,0,0.002936433
05/05/15,2112.629883,2115.23999,2088.459961,2089.459961,2089.459961,3793950000,0,-0.011908003
06/05/15,2091.26001,2098.419922,2067.929932,2080.149902,2080.149902,3792210000,0,-0.004465681
07/05/15,2079.959961,2092.899902,2074.98999,2088,2088,3676640000,0,0.003766711
08/05/15,2092.129883,2117.659912,2092.129883,2116.100098,2116.100098,3399440000,0,0.013368148
11/05/15,2115.560059,2117.689941,2104.580078,2105.330078,2105.330078,2992670000,0,-0.005102557
12/05/15,2102.870117,2105.060059,2085.570068,2099.120117,2099.120117,3139520000,0,-0.002953996
13/05/15,2099.620117,2110.189941,2096.040039,2098.47998,2098.47998,3374260000,0,-0.000305001
14/05/15,2100.429932,2121.449951,2100.429932,2121.100098,2121.100098,3225740000,0,0.010721605
15/05/15,2122.070068,2123.889893,2116.810059,2122.72998,2122.72998,3092080000,0,0.000768118
18/05/15,2121.300049,2131.780029,2120.01001,2129.199951,2129.199951,2888190000,0,0.003043313
19/05/15,2129.449951,2133.02002,2124.5,2127.830078,2127.830078,3296030000,0,-0.000643582
20/05/15,2127.790039,2134.719971,2122.590088,2125.850098,2125.850098,3025880000,0,-0.000930949
21/05/15,2125.550049,2134.280029,2122.949951,2130.820068,2130.820068,3070460000,0,0.002335146
22/05/15,2130.360107,2132.149902,2126.060059,2126.060059,2126.060059,2571860000,0,-0.002236385
26/05/15,2125.340088,2125.340088,2099.179932,2104.199951,2104.199951,3342130000,0,-0.010335205
27/05/15,2105.129883,2126.219971,2105.129883,2123.47998,2123.47998,3127960000,0,0.009120919
28/05/15,2122.27002,2122.27002,2112.860107,2120.790039,2120.790039,2980350000,0,-0.001267564
29/05/15,2120.659912,2120.659912,2104.889893,2107.389893,2107.389893,3927390000,0,-0.006338515
01/06/15,2108.639893,2119.149902,2102.540039,2111.72998,2111.72998,3011710000,0,0.002057343
02/06/15,2110.409912,2117.590088,2099.139893,2109.600098,2109.600098,3049350000,0,-0.001009105
03/06/15,2110.639893,2121.919922,2109.610107,2114.070068,2114.070068,3099980000,0,0.002116629
04/06/15,2112.350098,2112.889893,2093.22998,2095.840088,2095.840088,3200050000,0,-0.008660562
05/06/15,2095.090088,2100.98999,2085.669922,2092.830078,2092.830078,3243690000,0,-0.001437215
08/06/15,2092.340088,2093.01001,2079.110107,2079.280029,2079.280029,2917150000,0,-0.00649556
09/06/15,2079.070068,2085.620117,2072.139893,2080.149902,2080.149902,3034580000,0,0.000418265
10/06/15,2081.120117,2108.5,2081.120117,2105.199951,2105.199951,3414320000,0,0.011970492
11/06/15,2106.23999,2115.02002,2106.23999,2108.860107,2108.860107,3128600000,0,0.001737117
12/06/15,2107.429932,2107.429932,2091.330078,2094.110107,2094.110107,2719400000,0,-0.007018875
15/06/15,2091.340088,2091.340088,2072.48999,2084.429932,2084.429932,3061570000,0,-0.004633289
16/06/15,2084.26001,2097.399902,2082.100098,2096.290039,2096.290039,2919900000,0,0.00567373
17/06/15,2097.399902,2106.790039,2088.860107,2100.439941,2100.439941,3222240000,0,0.001977684
18/06/15,2101.580078,2126.649902,2101.580078,2121.23999,2121.23999,3520360000,0,0.009854
19/06/15,2121.060059,2121.639893,2109.449951,2109.98999,2109.98999,4449810000,0,-0.005317615
22/06/15,2112.5,2129.870117,2112.5,2122.850098,2122.850098,3030020000,0,0.006076368
23/06/15,2123.159912,2128.030029,2119.889893,2124.199951,2124.199951,3091190000,0,0.000635666
24/06/15,2123.649902,2125.100098,2108.580078,2108.580078,2108.580078,3102480000,0,-0.007380466
25/06/15,2109.959961,2116.040039,2101.780029,2102.310059,2102.310059,3214610000,0,-0.002978004
26/06/15,2102.620117,2108.919922,2095.379883,2101.48999,2101.48999,5025470000,0,-0.000390156
29/06/15,2098.629883,2098.629883,2056.639893,2057.639893,2057.639893,3678960000,0,-0.021086969
30/06/15,2061.189941,2074.280029,2056.320068,2063.110107,2063.110107,4078540000,0,0.002654962
01/07/15,2067,2082.780029,2067,2077.419922,2077.419922,3727260000,0,0.006912097
02/07/15,2078.030029,2085.060059,2071.02002,2076.780029,2076.780029,2996540000,0,-0.00030807
06/07/15,2073.949951,2078.610107,2058.399902,2068.76001,2068.76001,3486360000,0,-0.003869232
07/07/15,2069.52002,2083.73999,2044.02002,2081.340088,2081.340088,4458660000,0,0.006062561
08/07/15,2077.659912,2077.659912,2044.660034,2046.680054,2046.680054,3608780000,0,-0.016792965
09/07/15,2049.72998,2074.280029,2049.72998,2051.310059,2051.310059,3446810000,0,0.002259648
10/07/15,2052.73999,2081.310059,2052.73999,2076.620117,2076.620117,3065070000,0,0.012262986
13/07/15,2080.030029,2100.669922,2080.030029,2099.600098,2099.600098,3096730000,0,0.011005269
14/07/15,2099.719971,2111.97998,2098.179932,2108.949951,2108.949951,3002120000,0,0.004443273
15/07/15,2109.01001,2114.139893,2102.48999,2107.399902,2107.399902,3261810000,0,-0.000735256
16/07/15,2110.550049,2124.419922,2110.550049,2124.290039,2124.290039,3227080000,0,0.007982734
17/07/15,2126.800049,2128.909912,2119.879883,2126.639893,2126.639893,3362750000,0,0.001105572
20/07/15,2126.850098,2132.820068,2123.659912,2128.280029,2128.280029,3245870000,0,0.000770936
21/07/15,2127.550049,2128.48999,2115.399902,2119.209961,2119.209961,3343690000,0,-0.004270796
22/07/15,2118.209961,2118.51001,2110,2114.149902,2114.149902,3694070000,0,-0.002390565
23/07/15,2114.159912,2116.870117,2098.629883,2102.149902,2102.149902,3772810000,0,-0.00569221
24/07/15,2102.23999,2106.01001,2077.090088,2079.649902,2079.649902,3870040000,0,-0.010761021
27/07/15,2078.189941,2078.189941,2063.52002,2067.639893,2067.639893,3836750000,0,-0.005791755
28/07/15,2070.75,2095.600098,2069.090088,2093.25,2093.25,4117740000,0,0.012310074
29/07/15,2094.699951,2110.600098,2094.080078,2108.570068,2108.570068,4038900000,0,0.007292143
30/07/15,2106.780029,2110.47998,2094.969971,2108.629883,2108.629883,3579410000,0,2.84E-05
31/07/15,2111.600098,2114.23999,2102.070068,2103.840088,2103.840088,3681340000,0,-0.002274104
03/08/15,2104.48999,2105.699951,2087.310059,2098.040039,2098.040039,3476770000,0,-0.002760694
04/08/15,2097.679932,2102.51001,2088.600098,2093.320068,2093.320068,3546710000,0,-0.002252239
05/08/15,2095.27002,2112.659912,2095.27002,2099.840088,2099.840088,3968680000,0,0.003109838
06/08/15,2100.75,2103.320068,2075.530029,2083.560059,2083.560059,4246570000,0,-0.007783196
07/08/15,2082.610107,2082.610107,2067.909912,2077.570068,2077.570068,3602320000,0,-0.002879023
10/08/15,2080.97998,2105.350098,2080.97998,2104.179932,2104.179932,3514460000,0,0.012726836
11/08/15,2102.659912,2102.659912,2076.48999,2084.070068,2084.070068,3708880000,0,-0.009603065
12/08/15,2081.100098,2089.060059,2052.090088,2086.050049,2086.050049,4269130000,0,0.000949604
13/08/15,2086.189941,2092.929932,2078.26001,2083.389893,2083.389893,3221300000,0,-0.001276026
14/08/15,2083.149902,2092.449951,2080.610107,2091.540039,2091.540039,2795590000,0,0.003904332
17/08/15,2089.699951,2102.870117,2079.300049,2102.439941,2102.439941,2867690000,0,0.005197892
18/08/15,2101.98999,2103.469971,2094.139893,2096.919922,2096.919922,2949990000,0,-0.002628983
19/08/15,2095.689941,2096.169922,2070.530029,2079.610107,2079.610107,3512920000,0,-0.008289137
20/08/15,2076.610107,2076.610107,2035.72998,2035.72998,2035.72998,3922470000,0,-0.02132596
21/08/15,2034.079956,2034.079956,1970.890015,1970.890015,1970.890015,5018240000,0,-0.032369242
24/08/15,1965.150024,1965.150024,1867.01001,1893.209961,1893.209961,6612690000,0,-0.040211444
25/08/15,1898.079956,1948.040039,1867.079956,1867.609985,1867.609985,5183560000,0,-0.01361425
26/08/15,1872.75,1943.089966,1872.75,1940.51001,1940.51001,5338250000,0,0.0382913
27/08/15,1942.77002,1989.599976,1942.77002,1987.660034,1987.660034,5006390000,0,0.024007254
28/08/15,1986.060059,1993.47998,1975.189941,1988.869995,1988.869995,3949080000,0,0.000608551
31/08/15,1986.72998,1986.72998,1965.97998,1972.180054,1972.180054,3915100000,0,-0.008427078
01/09/15,1970.089966,1970.089966,1903.069946,1913.849976,1913.849976,4371850000,0,-0.03002265
02/09/15,1916.52002,1948.910034,1916.52002,1948.859985,1948.859985,3742620000,0,0.018127671
03/09/15,1950.790039,1975.01001,1944.719971,1951.130005,1951.130005,3520700000,0,0.001164116
04/09/15,1947.76001,1947.76001,1911.209961,1921.219971,1921.219971,3167090000,0,-0.015448309
08/09/15,1927.300049,1970.420044,1927.300049,1969.410034,1969.410034,3548650000,0,0.024773637
09/09/15,1971.449951,1988.630005,1937.880005,1942.040039,1942.040039,3652120000,0,-0.013995036
10/09/15,1941.589966,1965.290039,1937.189941,1952.290039,1952.290039,3626320000,0,0.005264075
11/09/15,1951.449951,1961.050049,1939.189941,1961.050049,1961.050049,3218590000,0,0.004477007
14/09/15,1963.060059,1963.060059,1948.27002,1953.030029,1953.030029,3000200000,0,-0.004098041
15/09/15,1955.099976,1983.189941,1954.300049,1978.089966,1978.089966,3239860000,0,0.012749688
16/09/15,1978.02002,1997.26001,1977.930054,1995.310059,1995.310059,3630680000,0,0.008667741
17/09/15,1995.329956,2020.859985,1986.72998,1990.199951,1990.199951,4183790000,0,-0.002564345
18/09/15,1989.660034,1989.660034,1953.449951,1958.030029,1958.030029,6021240000,0,-0.016296231
21/09/15,1960.839966,1979.640015,1955.800049,1966.969971,1966.969971,3269350000,0,0.004555392
22/09/15,1961.390015,1961.390015,1929.219971,1942.73999,1942.73999,3808260000,0,-0.01239493
23/09/15,1943.23999,1949.52002,1932.569946,1938.76001,1938.76001,3190530000,0,-0.002050744
24/09/15,1934.810059,1937.170044,1908.920044,1932.23999,1932.23999,4091530000,0,-0.003368652
25/09/15,1935.930054,1952.890015,1921.5,1931.339966,1931.339966,3721870000,0,-0.000465902
28/09/15,1929.180054,1929.180054,1879.209961,1881.77002,1881.77002,4326660000,0,-0.026001211
29/09/15,1881.900024,1899.47998,1871.910034,1884.089966,1884.089966,4132390000,0,0.001232094
30/09/15,1887.140015,1920.530029,1887.140015,1920.030029,1920.030029,4525070000,0,0.018895898
01/10/15,1919.650024,1927.209961,1900.699951,1923.819946,1923.819946,3983600000,0,0.001971939
02/10/15,1921.77002,1951.359985,1893.699951,1951.359985,1951.359985,4378570000,0,0.014213793
05/10/15,1954.329956,1989.170044,1954.329956,1987.050049,1987.050049,4334490000,0,0.018124594
06/10/15,1986.630005,1991.619995,1971.98999,1979.920044,1979.920044,4202400000,0,-0.003594689
07/10/15,1982.339966,1999.310059,1976.439941,1995.829956,1995.829956,4666470000,0,0.00800352
08/10/15,1994.01001,2016.5,1987.530029,2013.430054,2013.430054,3939140000,0,0.00877978
09/10/15,2013.72998,2020.130005,2007.609985,2014.890015,2014.890015,3706900000,0,0.000724849
12/10/15,2015.650024,2018.660034,2010.550049,2017.459961,2017.459961,2893250000,0,0.001274664
13/10/15,2015,2022.339966,2001.780029,2003.689941,2003.689941,3401920000,0,-0.006848824
14/10/15,2003.660034,2009.560059,1990.72998,1994.23999,1994.23999,3644590000,0,-0.004727431
15/10/15,1996.469971,2024.150024,1996.469971,2023.859985,2023.859985,3746290000,0,0.014743551
16/10/15,2024.369995,2033.540039,2020.459961,2033.109985,2033.109985,3595430000,0,0.004560061
19/10/15,2031.72998,2034.449951,2022.310059,2033.660034,2033.660034,3287320000,0,0.000270509
20/10/15,2033.130005,2039.119995,2026.609985,2030.77002,2030.77002,3331500000,0,-0.001422101
21/10/15,2033.469971,2037.969971,2017.219971,2018.939941,2018.939941,3627790000,0,-0.005842449
22/10/15,2021.880005,2055.199951,2021.880005,2052.51001,2052.51001,4430850000,0,0.016490847
23/10/15,2058.189941,2079.73999,2058.189941,2075.149902,2075.149902,4108460000,0,0.010969954
26/10/15,2075.080078,2075.139893,2066.530029,2071.179932,2071.179932,3385800000,0,-0.001914933
27/10/15,2068.75,2070.370117,2058.840088,2065.889893,2065.889893,4216880000,0,-0.002557386
28/10/15,2066.47998,2090.350098,2063.110107,2090.350098,2090.350098,4698110000,0,0.011770488
29/10/15,2088.350098,2092.52002,2082.629883,2089.409912,2089.409912,4008940000,0,-0.000449876
30/10/15,2090,2094.320068,2079.340088,2079.360107,2079.360107,4256200000,0,-0.004821482
02/11/15,2080.76001,2106.199951,2080.76001,2104.050049,2104.050049,3760020000,0,0.011803877
03/11/15,2102.629883,2116.47998,2097.51001,2109.790039,2109.790039,4272060000,0,0.002724353
04/11/15,2110.600098,2114.590088,2096.97998,2102.310059,2102.310059,4078870000,0,-0.003551667
05/11/15,2101.679932,2108.780029,2090.409912,2099.929932,2099.929932,4051890000,0,-0.00113279
06/11/15,2098.600098,2101.909912,2083.73999,2099.199951,2099.199951,4369020000,0,-0.000347682
09/11/15,2096.560059,2096.560059,2068.23999,2078.580078,2078.580078,3882350000,0,-0.009871291
10/11/15,2077.189941,2083.669922,2069.909912,2081.719971,2081.719971,3821440000,0,0.001509455
11/11/15,2083.409912,2086.939941,2074.850098,2075,2075,3692410000,0,-0.003233307
12/11/15,2072.290039,2072.290039,2045.660034,2045.969971,2045.969971,4016370000,0,-0.014089163
13/11/15,2044.640015,2044.640015,2022.02002,2023.040039,2023.040039,4278750000,0,-0.011270641
16/11/15,2022.079956,2053.219971,2019.390015,2053.189941,2053.189941,3741240000,0,0.014793303
17/11/15,2053.669922,2066.689941,2045.900024,2050.439941,2050.439941,4427350000,0,-0.001340277
18/11/15,2051.98999,2085.310059,2051.98999,2083.580078,2083.580078,3926390000,0,0.01603323
19/11/15,2083.699951,2086.73999,2078.76001,2081.23999,2081.23999,3628110000,0,-0.00112374
20/11/15,2082.820068,2097.060059,2082.820068,2089.169922,2089.169922,3929600000,0,0.003802955
23/11/15,2089.409912,2095.610107,2081.389893,2086.590088,2086.590088,3587980000,0,-0.001235624
24/11/15,2084.419922,2094.120117,2070.290039,2089.139893,2089.139893,3884930000,0,0.00122125
25/11/15,2089.300049,2093,2086.300049,2088.870117,2088.870117,2852940000,0,-0.000129141
27/11/15,2088.820068,2093.290039,2084.129883,2090.110107,2090.110107,1466840000,0,0.000593441
